topic,model,sample_size,summary_index,summary_file,comment_index,is_minority,perspective_representation,informativeness,neutrality_balance,policy_approval
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,0,False,0.4454476833343506,0.556752622127533,0.41210272908210754,0.6569654941558838
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,1,False,0.6607846617698669,0.6945762634277344,0.5438882112503052,0.669160008430481
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,2,False,0.4613552689552307,0.6176907420158386,0.5505625009536743,0.4841999113559723
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,3,False,0.5137040019035339,0.6414519548416138,0.5241199135780334,0.5284478664398193
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,4,False,0.6894523501396179,0.6710817217826843,0.59604811668396,0.6119500398635864
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,5,False,0.5738518834114075,0.5897382497787476,0.5897619128227234,0.4785197079181671
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,6,False,0.574423611164093,0.6168482899665833,0.6741718053817749,0.6424786448478699
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,7,False,0.6575745344161987,0.6591958403587341,0.7202458381652832,0.6972866654396057
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,8,False,0.5585954785346985,0.4445420205593109,0.6490514874458313,0.5934703350067139
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,9,False,0.5050811171531677,0.48647814989089966,0.5362846851348877,0.49328532814979553
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,10,False,0.5050042271614075,0.5856856107711792,0.5641984939575195,0.5341493487358093
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,11,True,0.6651932597160339,0.6030767560005188,0.624417781829834,0.58430415391922
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,12,False,0.5624518990516663,0.6044976115226746,0.6214433908462524,0.5651094913482666
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,13,False,0.506206214427948,0.5805779099464417,0.4610747992992401,0.5403504967689514
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,14,False,0.5648661851882935,0.5812836289405823,0.6512855887413025,0.6202263832092285
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,15,False,0.5556411147117615,0.556716799736023,0.4265412986278534,0.5515266060829163
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,16,False,0.5196061134338379,0.49116259813308716,0.46964409947395325,0.5526223182678223
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,17,True,0.673450767993927,0.6606972813606262,0.6039754152297974,0.6723517179489136
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,18,False,0.5675572752952576,0.5736737847328186,0.5778140425682068,0.6525524854660034
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,19,True,0.6666051745414734,0.6608107089996338,0.5396784543991089,0.6773256063461304
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,20,False,0.7653382420539856,0.513197660446167,0.6255407333374023,0.5799548625946045
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,21,False,0.5110194087028503,0.6797099709510803,0.53990238904953,0.5470746755599976
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,22,False,0.575422465801239,0.46320345997810364,0.6244094371795654,0.42576733231544495
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,23,False,0.5917782783508301,0.5909236073493958,0.5480055809020996,0.4534645676612854
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,24,False,0.6525117754936218,0.5903140902519226,0.6478265523910522,0.6120182275772095
Openqa-AI_changes_human_life,grok-4-latest,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/grok-4-latest/500/Openqa-AI_changes_human_life_summary_1.json,25,False,0.628623902797699,0.6157816052436829,0.7041118144989014,0.7657759785652161
