topic,model,sample_size,summary_index,summary_file,comment_index,is_minority,perspective_representation,informativeness,neutrality_balance,policy_approval
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,0,False,0.483267605304718,0.5191002488136292,0.4381701648235321,0.6275111436843872
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,1,False,0.5962232351303101,0.6607127785682678,0.5717405080795288,0.5899983644485474
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,2,False,0.4325929880142212,0.5730722546577454,0.5219330787658691,0.4487391412258148
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,3,False,0.49333810806274414,0.598222553730011,0.539950430393219,0.5330937504768372
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,4,False,0.650600790977478,0.6221396327018738,0.585837721824646,0.5678025484085083
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,5,False,0.5368937253952026,0.5880096554756165,0.5413303375244141,0.4458749294281006
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,6,False,0.5529820322990417,0.5961644053459167,0.6886831521987915,0.6343448758125305
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,7,False,0.6566149592399597,0.6650713682174683,0.7120618224143982,0.6376099586486816
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,8,False,0.5961913466453552,0.4567387104034424,0.6456044316291809,0.5801646709442139
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,9,False,0.550674319267273,0.4862058758735657,0.5871888399124146,0.5074208974838257
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,10,False,0.48646706342697144,0.5684085488319397,0.5662389993667603,0.5157903432846069
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,11,True,0.588390052318573,0.5307790040969849,0.5371219515800476,0.47896745800971985
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,12,False,0.5382167100906372,0.5702369809150696,0.6105625629425049,0.5834476351737976
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,13,False,0.4928717613220215,0.5862080454826355,0.4572964012622833,0.520036518573761
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,14,False,0.5463675856590271,0.6037778258323669,0.6717556715011597,0.6273989081382751
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,15,False,0.564174234867096,0.4863128066062927,0.42057791352272034,0.5354641675949097
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,16,False,0.48526930809020996,0.4609885811805725,0.4642253816127777,0.4998839795589447
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,17,True,0.6803444623947144,0.6640645861625671,0.610465943813324,0.6969708204269409
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,18,False,0.561591625213623,0.5679970383644104,0.5494730472564697,0.6328734159469604
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,19,True,0.39009907841682434,0.554071843624115,0.4553448259830475,0.5191844701766968
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,20,False,0.7511420845985413,0.5325568318367004,0.6090857982635498,0.5841641426086426
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,21,False,0.5122440457344055,0.663697361946106,0.5324320793151855,0.5399400591850281
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,22,False,0.5692787766456604,0.44736921787261963,0.6063220500946045,0.49030977487564087
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,23,False,0.5676705241203308,0.6128514409065247,0.5068707466125488,0.4456898868083954
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,24,False,0.6328824162483215,0.5817010998725891,0.6182734966278076,0.5506848692893982
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,25,False,0.6543534398078918,0.6164516806602478,0.6983457803726196,0.7753981351852417
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,26,False,0.6552771925926208,0.5520792603492737,0.6345694065093994,0.5454428195953369
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,27,True,0.6581320762634277,0.6078653335571289,0.5727155208587646,0.4977565109729767
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,28,False,0.7006406784057617,0.6004937291145325,0.5052732825279236,0.5706743001937866
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,29,False,0.6257954239845276,0.6395319104194641,0.5116539001464844,0.6329455375671387
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,30,False,0.6692444682121277,0.6279689073562622,0.4212964177131653,0.705072283744812
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,31,False,0.6967709064483643,0.6735446453094482,0.6480488777160645,0.7303536534309387
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,32,False,0.6165516972541809,0.5371965765953064,0.5756478905677795,0.5714371800422668
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,33,False,0.5675832629203796,0.6942238807678223,0.45381924510002136,0.6151174306869507
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,34,False,0.6113150715827942,0.6023488640785217,0.605584979057312,0.6257710456848145
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,35,False,0.7055068612098694,0.656631350517273,0.6907132863998413,0.7179206609725952
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,36,True,0.48999661207199097,0.5577936768531799,0.5150217413902283,0.5610308647155762
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,37,False,0.764903724193573,0.6043935418128967,0.7195504903793335,0.6243590116500854
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,38,False,0.6758158802986145,0.46282365918159485,0.5728620290756226,0.46724262833595276
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,39,True,0.5984508395195007,0.5345463156700134,0.5903685092926025,0.5782773494720459
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,40,True,0.3938436806201935,0.4352414011955261,0.4487495720386505,0.524277925491333
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,41,True,0.5426216721534729,0.6487090587615967,0.5681504011154175,0.6101668477058411
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,42,False,0.478615403175354,0.568458080291748,0.5504257678985596,0.5591939687728882
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,43,False,0.6228858828544617,0.5654706358909607,0.587992250919342,0.5340331792831421
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,44,False,0.39707398414611816,0.559968888759613,0.5056610107421875,0.5288071632385254
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,45,False,0.6106169819831848,0.5926671624183655,0.6680744886398315,0.6168348789215088
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,46,False,0.49027019739151,0.5811172127723694,0.659244179725647,0.5103586316108704
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,47,False,0.6005057692527771,0.5005800127983093,0.6685354113578796,0.536901593208313
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,48,False,0.6756628155708313,0.6195401549339294,0.7040531635284424,0.564495861530304
Openqa-AI_changes_human_life,gpt-4o-mini,1000,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gpt-4o-mini/1000/Openqa-AI_changes_human_life_summary_1.json,49,False,0.5533912777900696,0.5041326880455017,0.5341385006904602,0.4492422342300415
