topic,model,sample_size,summary_index,summary_file,comment_index,is_minority,perspective_representation,informativeness,neutrality_balance,policy_approval
Openqa-AI_changes_human_life,gemini-2.5-flash,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-flash/500/Openqa-AI_changes_human_life_summary_1.json,0,False,0.4505513906478882,0.6041889190673828,0.43746256828308105,0.64561527967453
Openqa-AI_changes_human_life,gemini-2.5-flash,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-flash/500/Openqa-AI_changes_human_life_summary_1.json,1,False,0.7902554869651794,0.7968738675117493,0.6594585180282593,0.7160351276397705
Openqa-AI_changes_human_life,gemini-2.5-flash,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-flash/500/Openqa-AI_changes_human_life_summary_1.json,2,False,0.5273534059524536,0.6588573455810547,0.5615482330322266,0.4562992453575134
Openqa-AI_changes_human_life,gemini-2.5-flash,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-flash/500/Openqa-AI_changes_human_life_summary_1.json,3,False,0.5583045482635498,0.6156798005104065,0.5752363204956055,0.5503317713737488
Openqa-AI_changes_human_life,gemini-2.5-flash,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-flash/500/Openqa-AI_changes_human_life_summary_1.json,4,False,0.7278366088867188,0.7133964896202087,0.6448143124580383,0.5962523818016052
Openqa-AI_changes_human_life,gemini-2.5-flash,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-flash/500/Openqa-AI_changes_human_life_summary_1.json,5,False,0.5531543493270874,0.6652838587760925,0.5432380437850952,0.5267307758331299
Openqa-AI_changes_human_life,gemini-2.5-flash,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-flash/500/Openqa-AI_changes_human_life_summary_1.json,6,False,0.6446799039840698,0.6873579621315002,0.6936430931091309,0.6898713707923889
Openqa-AI_changes_human_life,gemini-2.5-flash,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-flash/500/Openqa-AI_changes_human_life_summary_1.json,7,False,0.692976713180542,0.7413280010223389,0.7237126231193542,0.6991125345230103
Openqa-AI_changes_human_life,gemini-2.5-flash,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-flash/500/Openqa-AI_changes_human_life_summary_1.json,8,False,0.5964968800544739,0.5065323710441589,0.7006545066833496,0.6097842454910278
Openqa-AI_changes_human_life,gemini-2.5-flash,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-flash/500/Openqa-AI_changes_human_life_summary_1.json,9,False,0.4580621123313904,0.5296279788017273,0.5712590217590332,0.4944010078907013
Openqa-AI_changes_human_life,gemini-2.5-flash,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-flash/500/Openqa-AI_changes_human_life_summary_1.json,10,False,0.5348625779151917,0.6751874089241028,0.5695468187332153,0.6054354906082153
Openqa-AI_changes_human_life,gemini-2.5-flash,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-flash/500/Openqa-AI_changes_human_life_summary_1.json,11,True,0.6322581171989441,0.7651464343070984,0.5652316808700562,0.5317802429199219
Openqa-AI_changes_human_life,gemini-2.5-flash,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-flash/500/Openqa-AI_changes_human_life_summary_1.json,12,False,0.5237967371940613,0.666187047958374,0.5709683299064636,0.5825695991516113
Openqa-AI_changes_human_life,gemini-2.5-flash,500,1,/ibex/project/c2328/LLMs-Scalable-Deliberation/results/summary_model_for_evaluation_scaled/gemini-2.5-flash/500/Openqa-AI_changes_human_life_summary_1.json,13,False,0.5571231245994568,0.6251034140586853,0.4956716001033783,0.5628845691680908
